Altitud,Presion,Temperatura,Velocidad,Aceleracion,Tiempo,AclX,AclY,AclZ,GiroX,GiroY,GiroZ,Lat,Long,Altgps,AltMAX
2115.019,783.695,23.9168,9.745335,7.625887e-06,1277928,-0.02441406,0.02319336,0.9934082,3.358779,-0.7633588,-0.259542,2008.08216,09822.97852,2123.5,2127.5
2115.0,783.6968,23.95566,9.74294,7.598565e-06,1282208,-0.02392578,0.02539063,0.9931641,2.839695,-0.5725191,-0.2671756,2008.08216,09822.97852,2123.5,2127.5
2114.865,783.7098,23.96543,9.711804,7.549083e-06,1286488,-0.02490234,0.02441406,0.9899902,2.969466,-0.3969466,-0.04580153,2008.08216,09822.97852,2123.5,2127.5
2114.675,783.7285,23.96055,9.733359,7.557437e-06,1287918,-0.02661133,0.01855469,0.9921875,2.580153,-0.4961832,-0.1832061,2008.08216,09822.97852,2123.5,2
2115.275,783.6699,23.9168,9.707015,7.528623e-06,1289348,-0.02685547,0.02661133,0.989502,2.847328,-0.5572519,-0.2671756,2008.08216,09822.97852,2123.5,2127.5
2114.752,783.7209,23.93613,9.630374,7.45265e-06,1292208,-0.02734375,0.02490234,0.9816895,2.78626,-0.4961832,-0.1068702,2008.08216,09822.97852,2123.5,2127.5
2114.77,783.7191,23.89727,9.7142,7.500919e-06,1295068,-0.0222168,0.02148438,0.9902344,2.709924,-0.1221374,-0.389313,2008.08216,09822.97852,2123.5,2127.5
2114.208,783.774,23.86328,9.7142,7.484506e-06,1297908,-0.0234375,0.02441406,0.9902344,2.458015,-0.6183206,-0.129771,2008.08216,09822.97852,2123.5,2127.5
2114.924,783.7042,23.84863,9.659114,7.425758e-06,1300758,-0.02539063,0.02734375,0.9846191,3.068702,-0.8015267,-0.3206107,2008.08216,09822.97852,2123.5,2127.5
2114.427,783.7527,23.80976,9.685459,7.429676e-06,1303618,-0.02270508,0.02026367,0.9873047,2.732824,-0.6870229,-0.09160305,2008.08216,09822.97852,2123.5,2127.5
2114.474,783.748,23.84375,9.77168,7.487602e-06,1305048,-0.02246094,0.02612305,0.9960938,2.656489,-0.3435115,-0.07633588,2008.08216,09822.97852,2123.5,2127.5
2114.599,783.736,23.85352,9.666299,7.390657e-06,1307908,-0.02368164,0.02734375,0.9853516,2.70229,-0.7251908,-0.4045802,2008.08216,09822.97852,2123.5,2127.5
2114.208,783.774,23.86328,9.814791,7.487817e-06,1310768,-0.0234375,0.02294922,1.000488,2.633588,-0.3969466,-0.480916,2008.08216,09822.97852,2123.5,2127.5
2114.57,783.7388,23.91191,9.687855,7.374941e-06,1313618,-0.02294922,0.02270508,0.9875488,2.671756,-0.5572519,-0.2137404,2008.08216,09822.97852,2123.5,2127.5
2114.485,783.747,23.95566,9.683064,7.347355e-06,1317898,-0.02514648,0.02392578,0.9870605,2.458015,-0.5419847,-0.4732824,2008.08216,09822.97852,2123.5,2127.5
2114.57,783.7388,23.91191,9.692644,7.338698e-06,1320758,-0.01928711,0.0222168,0.9880371,2.664122,-0.5572519,-0.2671756,2008.08216,09822.97852,2123.5,2127.5
2114.189,783.7759,23.90215,9.539363,7.207036e-06,1323618,-0.02075195,0.02026367,0.9724121,2.89313,-0.4503817,-0.2748091,2008.08216,09822.97852,2123.5,2127.5
2113.999,783.7944,23.89727,9.685459,7.301636e-06,1326478,-0.0222168,0.02197266,0.9873047,2.679389,-0.351145,-0.08396947,2008.08216,09822.97852,2123.5,2127.5
2114.142,783.7805,23.86816,9.683064,7.284125e-06,1329338,-0.02294922,0.02075195,0.9870605,2.89313,-0.3435115,-0.3358779,2008.08216,09822.97852,2123.5,2127.5
2113.845,783.8093,23.9459,9.754915,7.31457e-06,1333628,-0.02368164,0.02148438,0.9943848,2.778626,-0.351145,-0.04580153,2008.08216,09822.97852,2123.5,2127.5
2114.229,783.7721,23.95566,9.613608,7.200892e-06,1335058,-0.02709961,0.02294922,0.9799805,2.755725,-0.6793893,-0.2519084,2008.08216,09822.97852,2123.5,2127.5
2113.896,783.8045,23.97988,9.702225,7.259492e-06,1336488,-0.02661133,0.02612305,0.9890137,2.763359,-0.3664122,-0.2442748,2008.08216,09822.97852,2123.5,2127.5
2114.332,783.7619,24.0043,9.857901,7.360224e-06,1339348,-0.02661133,0.02661133,1.004883,2.748092,-0.5267176,-0.1145038,2008.08216,09822.97852,2123.5,2127.5
2114.393,783.7561,24.01875,9.716595,7.246983e-06,1340778,-0.02832031,0.02270508,0.9904785,2.770992,-0.8091603,-0.1068702,2008.08216,09822.97852,2123.5,2127.5
2114.134,783.7812,24.01875,9.620794,7.145103e-06,1346488,-0.02368164,0.02539063,0.9807129,2.587786,-0.5038168,-0.259542,2008.08216,09822.97852,2123.5,2127.5
2114.247,783.7703,24.04805,9.867481,7.320535e-06,1347918,-0.03222656,0.02709961,1.005859,2.709924,-0.7099237,-0.4961832,2008.08216,09822.97852,2123.5,2
2113.542,783.8391,24.04316,9.817185,7.275503e-06,1349348,-0.02661133,0.02099609,1.000732,2.633588,-0.5419847,-0.2290076,2008.08216,09822.97852,2123.5,2127.5
2113.867,783.8074,24.03828,9.735755,7.199948e-06,1352198,-0.02148438,0.02612305,0.9924316,2.969466,-0.6412213,-0.3053435,2008.08216,09822.97852,2123.5,2127.5
2113.848,783.8091,24.07715,9.750125,7.195356e-06,1355058,-0.02612305,0.02587891,0.9938965,2.755725,-0.3816794,-0.2366412,2008.08216,09822.97852,2123.5,2127.5
2113.962,783.7981,24.10645,9.644744,7.102597e-06,1357918,-0.02416992,0.02148438,0.9831543,2.847328,-0.4580153,-0.4427481,2008.08216,09822.97852,2123.5,2127.5
2113.885,783.8054,24.13066,9.690249,7.106174e-06,1363638,-0.02392578,0.02807617,0.987793,2.725191,-0.4961832,-0.1068702,2008.08216,09822.97852,2123.5,2127.5
2113.943,783.7999,24.14531,9.699829,7.098312e-06,1366498,-0.02270508,0.02514648,0.9887695,2.679389,-0.3282443,-0.3816794,2008.08216,09822.97852,2123.5,2127.5
2113.809,783.813,24.15508,9.656719,7.052056e-06,1369348,-0.0234375,0.02197266,0.984375,2.801527,-0.740458,-0.2137404,2008.08216,09822.97852,2123.5,2127.5
2114.078,783.7868,24.13555,9.587264,6.972312e-06,1375048,-0.02392578,0.02368164,0.9772949,2.610687,-0.1221374,-0.4045802,2008.08216,09822.97852,2123.5,2127.5
2114.924,783.7042,24.11133,9.75252,7.077773e-06,1377908,-0.02612305,0.0222168,0.9941406,2.519084,-0.6564885,-0.2366412,2008.08216,09822.97852,2123.5,2127.5
2114.268,783.7682,24.14043,9.711804,7.033625e-06,1380768,-0.02319336,0.01879883,0.9899902,2.862595,-0.2977099,-0.1603053,2008.08216,09822.97852,2123.5,2127.5
2114.218,783.7729,24.10645,9.707015,7.015625e-06,1383628,-0.02832031,0.0234375,0.989502,2.862595,-0.7022901,-0.3206107,2008.08216,09822.97852,2123.5,2127.5
2113.943,783.7999,24.14531,9.733359,7.020103e-06,1386498,-0.02441406,0.02758789,0.9921875,2.587786,-0.6946565,-0.3053435,2008.08216,09822.97852,2123.5,2127.5
2113.484,783.8447,24.15996,9.733359,7.005652e-06,1389358,-0.02392578,0.01953125,0.9921875,2.648855,-0.4961832,-0.2366412,2008.08216,09822.97852,2123.5,2127.5
2113.029,783.8892,24.17441,9.730965,6.989541e-06,1392218,-0.02563477,0.02441406,0.9919434,2.763359,-0.4351145,-0.1450382,2008.08216,09822.97852,2123.5,2127.5
2113.008,783.891,24.21328,9.68067,6.925013e-06,1397928,-0.02270508,0.02587891,0.9868164,2.854962,-0.5496183,-0.1603053,2008.08216,09822.97852,2123.5,2127.5
2113.906,783.8035,24.22305,9.632769,6.876678e-06,1400788,-0.0246582,0.02612305,0.9819336,2.587786,-0.4580153,-0.129771,2008.08216,09822.97852,2123.5,2127.5
2113.6,783.8334,24.18906,9.750125,6.946275e-06,1403648,-0.02612305,0.02075195,0.9938965,2.358779,-0.5648855,-0.1526718,2008.08216,09822.97852,2123.5,2127.5
2113.618,783.8317,24.1502,9.77168,6.947475e-06,1406508,-0.02294922,0.02832031,0.9960938,2.793893,-0.6564885,-0.05343511,2008.08216,09822.97852,2123.5,2127.5
2113.526,783.8406,24.21328,9.745335,6.900632e-06,1412238,-0.02416992,0.02661133,0.9934082,2.366412,-0.5114504,-0.2137404,2008.08216,09822.97852,2123.5,2127.5
2113.84,783.8099,24.22793,9.687855,6.846066e-06,1415098,-0.02392578,0.02270508,0.9875488,2.358779,-0.3053435,-0.07633588,2008.08216,09822.97852,2123.5,2127.5
2113.436,783.8492,24.25723,9.788445,6.903199e-06,1417958,-0.02514648,0.02294922,0.9978027,2.824427,-0.6793893,-0.2824428,2008.08216,09822.97852,2123.5,2127.5
2113.362,783.8565,24.28144,9.730965,6.848846e-06,1420818,-0.0246582,0.0222168,0.9919434,3.030534,-0.648855,-0.1145038,2008.08216,09822.97852,2123.5,2127.5
2113.285,783.8641,24.30586,9.704619,6.816631e-06,1423668,-0.02172852,0.02709961,0.9892578,3.122137,-0.4427481,-0.1526718,2008.08216,09822.97852,2123.5,2127.5
2113.927,783.8014,24.31543,9.850716,6.905378e-06,1426528,-0.02783203,0.02246094,1.00415,2.648855,-0.7328244,-0.2366412,2008.08216,09822.97852,2123.5,2127.5
2113.603,783.8331,24.32031,9.711804,6.794379e-06,1429388,-0.0234375,0.02734375,0.9899902,2.801527,-0.2824428,-0.3664122,2008.08216,09822.97852,2123.5,2127.5
2113.457,783.8472,24.34961,9.730965,6.794189e-06,1432248,-0.02709961,0.02294922,0.9919434,2.763359,-0.389313,0.1450382,2008.08216,09822.97852,2123.5,2127.5
2113.193,783.873,24.36895,9.690249,6.752279e-06,1435108,-0.0246582,0.02587891,0.987793,2.648855,-0.4351145,-0.4122138,2008.08216,09822.97852,2123.5,2127.5
2113.048,783.8871,24.39824,9.656719,6.708906e-06,1439388,-0.0168457,0.03173828,0.984375,2.664122,-0.480916,-0.01526718,2008.08216,09822.97852,2123.5,2127.5
2113.048,783.8871,24.39824,9.764495,6.77033e-06,1442248,-0.02392578,0.02294922,0.9953613,2.580153,-0.6946565,-0.09923664,2008.08216,09822.97852,2123.5,2127.5
2112.783,783.913,24.41758,9.726174,6.730413e-06,1445108,-0.02294922,0.02294922,0.9914551,2.687023,-0.4656488,-0.2290076,2008.08216,09822.97852,2123.5,2127.5
2112.907,783.9009,24.42734,9.726174,6.71712e-06,1447968,-0.02270508,0.02539063,0.9914551,2.458015,-0.5419847,-0.1603053,2008.08216,09822.97852,2123.5,2127.5
2113.883,783.8058,24.41269,9.75731,6.725339e-06,1450828,-0.02783203,0.0222168,0.9946289,2.633588,-0.740458,-0.2213741,2008.08216,09822.97852,2123.5,2127.5
2113.605,783.8328,24.45156,9.685459,6.656179e-06,1455108,-0.02563477,0.02636719,0.9873047,2.412214,-0.7480916,-0.2137404,2008.08216,09822.97852,2123.5,2127.5
2113.145,783.8777,24.46621,9.70941,6.659549e-06,1457968,-0.02661133,0.02636719,0.9897461,2.465649,-0.7099237,-0.05343511,2008.08216,09822.97852,2123.5,2127.5
2113.785,783.8152,24.47598,9.656719,6.610442e-06,1460828,-0.02490234,0.02636719,0.984375,2.717557,-0.4427481,-0.4732824,2008.08216,09822.97852,2123.5,2127.5
2113.711,783.8224,24.50019,9.996812,6.829879e-06,1463688,-0.04589844,0.02539063,1.019043,3.022901,-1.21374,-0.2213741,2008.08216,09822.97852,2123.5,2127.5
2113.518,783.8413,24.49551,9.766891,6.65334e-06,1467968,-0.02050781,0.02490234,0.9956055,2.793893,-0.7022901,-0.1145038,2008.08216,09822.97852,2123.5,2127.5
2113.079,783.8842,24.47109,9.7621,6.637146e-06,1470828,-0.02368164,0.02929688,0.9951172,2.877863,-0.5419847,-0.05343511,2008.08216,09822.97852,2123.5,2127.5
2113.346,783.858,24.45156,9.74773,6.620939e-06,1472258,-0.01855469,0.02758789,0.9936523,2.587786,-0.5114504,-0.04580153,2008.08216,09822.97852,2123.5,2127.5
2113.745,783.8191,24.42246,9.580078,6.500751e-06,1473688,-0.0234375,0.02197266,0.9765625,2.671756,-0.7557252,-0.07633588,2008.08216,09822.97852,2123.5,2127.5
2113.069,783.8851,24.35918,9.774076,6.619545e-06,1476548,-0.02587891,0.02441406,0.9963379,2.580153,-0.740458,-0.480916,2008.08216,09822.97852,2123.5,2127.5
2113.01,783.8909,24.34473,9.740545,6.584083e-06,1479408,-0.02416992,0.0222168,0.9929199,2.709924,-0.6870229,-0.1221374,2008.08216,09822.97852,2123.5,2127.5
2113.333,783.8592,24.33984,9.685459,6.540525e-06,1480838,-0.0222168,0.02758789,0.9873047,2.839695,-0.6030535,-0.2977099,2008.08216,09822.97852,2123.5,2127.5
2112.81,783.9103,24.35918,9.690249,6.531147e-06,1483698,-0.0222168,0.02807617,0.987793,2.587786,-0.4427481,-0.1221374,2008.08216,09822.97852,2123.5,2127.5
2112.371,783.9533,24.33496,9.675879,6.508958e-06,1486548,-0.02368164,0.02490234,0.9863281,2.778626,-0.5343512,-0.3358779,2008.08216,09822.97852,2123.5,2127.5
2112.382,783.9523,24.31543,9.656719,6.483639e-06,1489398,-0.01977539,0.02734375,0.984375,2.709924,-0.740458,-0.3282443,2008.08216,09822.97852,2123.5,2127.5
2112.115,783.9783,24.33496,9.718989,6.512941e-06,1492258,-0.02709961,0.02514648,0.9907227,2.694656,-0.4732824,-0.2137404,2008.08216,09822.97852,2123.5,2127.5
2113.0,783.8918,24.36406,9.740545,6.514901e-06,1495118,-0.02319336,0.02563477,0.9929199,2.328244,-0.389313,-0.06870229,2008.08216,09822.97852,2123.5,2127.5
2112.667,783.9243,24.38848,9.740545,6.502462e-06,1497978,-0.02539063,0.02124023,0.9929199,2.778626,-0.6030535,-0.3129771,2008.08216,09822.97852,2123.5,2127.5
2112.783,783.913,24.41758,9.716595,6.474113e-06,1500838,-0.02416992,0.02246094,0.9904785,2.755725,-0.4885496,-0.3053435,2008.08216,09822.97852,2123.5,2127.5
2112.783,783.9885,24.41758,9.707015,6.455429e-06,1503698,-0.02050781,0.0246582,0.989502,2.450382,-0.480916,-0.1984733,2008.08216,09822.97852,2123.5,2127.5
2112.25,783.965,24.45645,9.766891,6.476812e-06,1507978,-0.02539063,0.02246094,0.9956055,2.763359,-0.6030535,-0.3435115,2008.08216,09822.97852,2123.5,2127.5
2112.049,783.9846,24.47109,9.678274,6.405898e-06,1510838,-0.02294922,0.02758789,0.9865723,2.847328,-0.4503817,-0.2213741,2008.08216,09822.97852,2123.5,2127.5
2112.059,783.9836,24.45156,9.584868,6.332088e-06,1513698,-0.02075195,0.02661133,0.9770508,2.671756,-0.3358779,-0.1526718,2008.08216,09822.97852,2123.5,2127.5
2112.839,783.9075,24.43223,9.735755,6.419639e-06,1516558,-0.02124023,0.02661133,0.9924316,2.679389,-0.5648855,-0.3053435,2008.08216,09822.97852,2123.5,2127.5
2112.374,783.9531,24.46621,9.745335,6.413903e-06,1519408,-0.02172852,0.02246094,0.9934082,2.854962,-0.4503817,-0.1755725,2008.08216,09822.97852,2123.5,2127.5
2112.382,783.9522,24.44687,9.884246,6.493105e-06,1522268,-0.03076172,0.02270508,1.007568,2.541985,-0.6946565,-0.1221374,2008.08216,09822.97852,2123.5,2127.5
2112.466,783.944,24.40313,9.685459,6.350588e-06,1525128,-0.02612305,0.02709961,0.9873047,2.603053,-0.610687,-0.03816794,2008.08216,09822.97852,2123.5,2127.5
2111.969,783.9922,24.36406,9.642349,6.310488e-06,1527988,-0.02172852,0.01708984,0.9829102,2.412214,-0.4274809,-0.1526718,2008.08216,09822.97852,2123.5,2127.5
2112.466,783.944,24.40313,9.594449,6.267408e-06,1530848,-0.0234375,0.0222168,0.9780273,2.732824,-0.3816794,-0.3129771,2008.08216,09822.97852,2123.5,2127.5
2112.059,783.9836,24.45156,9.685459,6.297569e-06,1537968,-0.02807617,0.02270508,0.9873047,2.312977,-0.740458,-0.2137404,2008.08216,09822.97852,2123.5,2127.5
2111.734,784.0153,24.45645,9.651929,6.264118e-06,1540828,-0.02294922,0.0222168,0.9838867,2.770992,-0.2671756,-0.4045802,2008.08216,09822.97852,2123.5,2127.5
2111.409,784.0471,24.46133,9.7142,6.292852e-06,1543688,-0.02197266,0.02075195,0.9902344,2.938931,-0.4045802,-0.4198473,2008.08216,09822.97852,2123.5,2127.5
2111.552,784.0332,24.43223,9.80521,6.340062e-06,1546548,-0.02539063,0.0222168,0.9995117,2.725191,-0.4351145,-0.1679389,2008.08216,09822.97852,2123.5,2127.5
2111.544,784.034,24.45156,9.735755,6.283532e-06,1549408,-0.02783203,0.02783203,0.9924316,2.442748,-0.7862596,-0.2977099,2008.08216,09822.97852,2123.5,2127.5
2111.6,784.0284,24.46621,9.74773,6.27967e-06,1552268,-0.02587891,0.02661133,0.9936523,2.839695,-0.5801527,-0.1908397,2008.08216,09822.97852,2123.5,2127.5
2111.399,784.048,24.48086,9.730965,6.25738e-06,1555118,-0.02514648,0.02319336,0.9919434,3.068702,-0.8091603,-0.3664122,2008.08216,09822.97852,2123.5,2127.5
2111.666,784.022,24.46133,9.798025,6.288937e-06,1557978,-0.02539063,0.02709961,0.9987793,2.877863,-0.4427481,-0.1374046,2008.08216,09822.97852,2123.5,2127.5
2111.724,784.0164,24.47598,9.74773,6.245191e-06,1560838,-0.02783203,0.02661133,0.9936523,2.603053,-0.5267176,-0.3664122,2008.08216,09822.97852,2123.5,2127.5
2111.607,784.0276,24.44687,9.759705,6.241426e-06,1563698,-0.02001953,0.02319336,0.994873,2.824427,-0.3053435,-0.1679389,2008.08216,09822.97852,2123.5,2127.5
2111.246,784.0632,24.39824,9.77168,6.237675e-06,1566558,-0.02392578,0.02368164,0.9960938,2.938931,-0.6946565,-0.4045802,2008.08216,09822.97852,2123.5,2127.5
2112.038,783.9856,24.35918,9.7142,6.189683e-06,1569418,-0.02514648,0.02832031,0.9902344,2.633588,-0.4122138,-0.3053435,2008.08216,09822.97852,2123.5,2127.5
2111.531,784.0352,24.33984,9.75731,6.205842e-06,1572278,-0.02416992,0.02636719,0.9946289,2.877863,-0.6335878,-0.1603053,2008.08216,09822.97852,2123.5,2127.5
2111.053,784.0818,24.39336,9.687855,6.15048e-06,1575138,-0.02270508,0.02636719,0.9875488,2.793893,-0.6412213,-0.0610687,2008.08216,09822.97852,2123.5,2127.5
2111.293,784.0583,24.43223,9.733359,6.168169e-06,1577998,-0.02172852,0.02612305,0.9921875,2.465649,-0.5114504,-0.1526718,2008.08216,09822.97852,2123.5,2127.5
2111.351,784.0528,24.44687,9.625584,6.094348e-06,1579428,-0.02148438,0.02514648,0.9812012,2.709924,-0.2442748,-0.2519084,2008.08216,09822.97852,2123.5,2127.5
2110.762,784.1104,24.47109,9.754915,6.170646e-06,1580858,-0.03222656,0.02441406,0.9943848,2.908397,-0.8244275,-0.2213741,2008.08216,09822.97852,2123.5,2127.5
2111.533,784.0349,24.47109,9.663904,6.102036e-06,1583718,-0.02294922,0.02368164,0.9851074,2.732824,-0.4885496,-0.1221374,2008.08216,09822.97852,2123.5,2127.5
2110.77,784.1094,24.45156,9.69504,6.110661e-06,1586578,-0.02172852,0.02416992,0.9882813,2.580153,-0.3206107,-0.03053435,2008.08216,09822.97852,2123.5,2127.5
2110.302,784.1551,24.48574,9.716595,6.113227e-06,1589438,-0.02319336,0.02050781,0.9904785,2.717557,-0.3969466,-0.3053435,2008.08216,09822.97852,2123.5,2127.5
2110.778,784.1086,24.43223,9.654325,6.063139e-06,1592298,-0.02294922,0.02319336,0.9841309,2.763359,-0.4274809,-0.007633588,2008.08216,09822.97852,2123.5,2127.5
2110.987,784.0883,24.2668,9.704619,6.07291e-06,1598018,-0.02661133,0.02246094,0.9892578,2.80916,-0.6335878,-0.1755725,2008.08216,09822.97852,2123.5,2127.5
2111.417,784.0463,24.31055,9.697434,6.057648e-06,1600858,-0.02368164,0.02539063,0.9885254,2.725191,-0.6793893,-0.2213741,2008.08216,09822.97852,2123.5,2127.5
2110.556,784.1303,24.35449,9.707015,6.052819e-06,1603718,-0.0234375,0.02758789,0.989502,2.824427,-0.4656488,-0.09923664,2008.08216,09822.97852,2123.5,2127.5
2111.053,784.0818,24.39336,9.616004,5.985395e-06,1606578,-0.01928711,0.02539063,0.9802246,2.656489,-0.5801527,-0.1068702,2008.08216,09822.97852,2123.5,2127.5
2111.037,784.0835,24.43223,9.726174,6.043211e-06,1609438,-0.0246582,0.02490234,0.9914551,2.564885,-0.4580153,-0.259542,2008.08216,09822.97852,2123.5,2127.5
2111.6,784.0284,24.46621,9.683064,6.005754e-06,1612298,-0.02661133,0.02319336,0.9870605,2.610687,-0.7557252,-0.129771,2008.08216,09822.97852,2123.5,2127.5
2110.751,784.1114,24.49063,9.778865,6.05447e-06,1615148,-0.02563477,0.02514648,0.9968262,2.580153,-0.832061,-0.1068702,2008.08216,09822.97852,2123.5,2127.5
2111.552,784.0332,24.43223,9.726174,6.005895e-06,1619438,-0.02148438,0.02954102,0.9914551,2.664122,-0.7862596,-0.3816794,2008.08216,09822.97852,2123.5,2127.5
2110.966,784.0903,24.30586,9.82437,6.055836e-06,1622298,-0.02563477,0.01855469,1.001465,3.229008,-0.8015267,-0.09923664,2008.08216,09822.97852,2123.5,2127.5
2111.282,784.0594,24.32031,9.683064,5.958266e-06,1625148,-0.02758789,0.01879883,0.9870605,2.389313,-0.3129771,-0.2213741,2008.08216,09822.97852,2123.5,2127.5
2111.198,784.0677,24.36406,9.750125,5.988991e-06,1628008,-0.02050781,0.02563477,0.9938965,2.442748,-0.4045802,-0.2671756,2008.08216,09822.97852,2123.5,2127.5
2110.427,784.1431,24.36406,9.72378,5.967567e-06,1629438,-0.02490234,0.0246582,0.9912109,2.816794,-0.5419847,-0.2213741,2008.08216,09822.97852,2123.5,2127.5
2110.482,784.1375,24.37871,9.73815,5.965914e-06,1632298,-0.0234375,0.02246094,0.9926758,2.618321,-0.5954198,-0.4274809,2008.08216,09822.97852,2123.5,2127.5
2110.588,784.1273,24.42734,9.716595,5.931958e-06,1638008,-0.02661133,0.02514648,0.9904785,2.70229,-0.6335878,-0.3129771,2008.08216,09822.97852,2123.5,2127.5
2110.453,784.1403,24.43711,9.699829,5.911401e-06,1640868,-0.02294922,0.01953125,0.9887695,2.549618,-0.6946565,-0.3129771,2008.08216,09822.97852,2123.5,2127.5
2110.405,784.145,24.40313,9.673484,5.885052e-06,1643738,-0.02392578,0.02368164,0.986084,2.427481,-0.4045802,-0.3969466,2008.08216,09822.97852,2123.5,2127.5
2110.913,784.0955,24.42246,9.826766,5.973108e-06,1645168,-0.02685547,0.02246094,1.001709,2.732824,-0.4580153,-0.2442748,2008.08216,09822.97852,2123.5,2127.5
2110.606,784.1255,24.38848,9.671089,5.868279e-06,1648028,-0.02563477,0.02172852,0.9858398,2.770992,-0.06870229,-0.389313,2008.08216,09822.97852,2123.5,2127.5
2110.186,784.1665,24.3252,9.74773,5.904537e-06,1650888,-0.03100586,0.0222168,0.9936523,2.679389,-0.7557252,-0.09160305,2008.08216,09822.97852,2123.5,2127.5
2110.376,784.1478,24.33008,9.66151,5.847246e-06,1652318,-0.02319336,0.0246582,0.9848633,2.832061,-0.519084,-0.129771,2008.08216,09822.97852,2123.5,2127.5
2109.784,784.2057,24.35449,9.769285,5.902292e-06,1655168,-0.02319336,0.02539063,0.9958496,2.610687,-0.4732824,-0.05343511,2008.08216,09822.97852,2123.5,2127.5
2110.633,784.1228,24.33008,9.711804,5.857443e-06,1658028,-0.02197266,0.02490234,0.9899902,2.671756,-0.519084,-0.3053435,2008.08216,09822.97852,2123.5,2127.5
2109.967,784.1878,24.37871,9.735755,5.861777e-06,1660888,-0.02441406,0.02099609,0.9924316,2.992366,-0.5572519,-0.2061069,2008.08216,09822.97852,2123.5,2127.5
2110.463,784.1395,24.28633,9.718989,5.841624e-06,1663748,-0.02514648,0.02514648,0.9907227,2.541985,-0.4351145,-0.1526718,2008.08216,09822.97852,2123.5,2127.5
2109.872,784.197,24.31055,9.80521,5.87329e-06,1669458,-0.02783203,0.01904297,0.9995117,3.251908,-0.7175572,-0.259542,2008.08216,09822.97852,2123.5,2127.5
2109.938,784.1908,24.30586,9.707015,5.804562e-06,1672308,-0.0234375,0.01977539,0.989502,2.40458,-0.7862596,-0.03816794,2008.08216,09822.97852,2123.5,2127.5
2110.511,784.1348,24.32031,9.72857,5.807554e-06,1675158,-0.02685547,0.02441406,0.9916992,2.931298,-0.4961832,-0.3129771,2008.08216,09822.97852,2123.5,2127.5
2110.08,784.1768,24.27656,9.707015,5.789744e-06,1676588,-0.02661133,0.02294922,0.989502,2.648855,-0.6641222,-0.351145,2008.08216,09822.97852,2123.5,2127.
2110.68,784.1181,24.23281,9.623189,5.734889e-06,1678008,-0.02050781,0.02709961,0.980957,2.847328,-0.351145,-0.3816794,2008.08216,09822.97852,2123.5,2127.5
2109.232,784.2596,24.16953,9.697434,5.764432e-06,1682288,-0.02416992,0.02246094,0.9885254,2.526718,-0.5572519,-0.2519084,2008.08216,09822.97852,2123.5,2127.5
2109.467,784.2366,24.20859,9.70941,5.761755e-06,1685148,-0.02734375,0.02490234,0.9897461,2.641221,-0.1603053,-0.1832061,2008.08216,09822.97852,2123.5,2127.5
2110.252,784.1602,24.18906,9.78605,5.797395e-06,1688008,-0.02954102,0.02197266,0.9975586,2.671756,-0.5267176,-0.2061069,2008.08216,09822.97852,2123.5,2127.5
2109.977,784.187,24.22793,9.759705,5.772008e-06,1690868,-0.02661133,0.02587891,0.994873,2.335878,-0.4198473,-0.1603053,2008.08216,09822.97852,2123.5,2127.5
2110.804,784.1062,24.24258,9.707015,5.735996e-06,1692298,-0.02636719,0.0222168,0.989502,2.793893,-0.6564885,-0.1374046,2008.08216,09822.97852,2123.5,2127
2110.215,784.1637,24.2668,9.683064,5.717013e-06,1693728,-0.02563477,0.02270508,0.9870605,2.709924,-0.480916,-0.1526718,2008.08216,09822.97852,2123.5,2127.5
2110.062,784.1785,24.31543,9.68067,5.696395e-06,1699438,-0.02636719,0.02514648,0.9868164,2.89313,-0.7175572,-0.2366412,2008.08216,09822.97852,2123.5,2127.5
2110.709,784.1155,24.30586,9.721385,5.710742e-06,1702298,-0.02075195,0.02636719,0.9909668,2.679389,-0.389313,-0.4656488,2008.08216,09822.97852,2123.5,2127.5
2110.445,784.1412,24.3252,9.704619,5.691331e-06,1705158,-0.0234375,0.02270508,0.9892578,2.732824,-0.2900764,-0.1145038,2008.08216,09822.97852,2123.5,2127.5
2110.176,784.1675,24.34473,9.70941,5.684639e-06,1708008,-0.02612305,0.02270508,0.9897461,2.526718,-0.4961832,-0.1068702,2008.08216,09822.97852,2123.5,2127.5
2109.327,784.2502,24.36895,9.78126,5.717133e-06,1710868,-0.02636719,0.02392578,0.9970703,2.709924,-0.6564885,-0.1374046,2008.08216,09822.97852,2123.5,2127.5
2110.091,784.1757,24.38848,9.74294,5.685231e-06,1713728,-0.02807617,0.02294922,0.9931641,2.839695,-0.6641222,-0.1374046,2008.08216,09822.97852,2123.5,2127.5
2109.568,784.2269,24.40781,9.735755,5.671574e-06,1716588,-0.02514648,0.02319336,0.9924316,2.679389,-0.351145,-0.03053435,2008.08216,09822.97852,2123.5,2127.5
2109.673,784.2165,24.45645,9.675879,5.613345e-06,1723728,-0.02514648,0.02514648,0.9863281,2.625954,-0.5419847,0.03816794,2008.08216,09822.97852,2123.5,2127.5
2109.605,784.2231,24.46133,9.702225,5.619305e-06,1726588,-0.02783203,0.02026367,0.9890137,2.839695,-0.351145,-0.1068702,2008.08216,09822.97852,2123.5,2127.5
2109.787,784.2054,24.48574,9.69504,5.605858e-06,1729448,-0.02368164,0.02539063,0.9882813,2.610687,-0.5114504,-0.2442748,2008.08216,09822.97852,2123.5,2127.5
